All Activities in Timeline 
Title;Type;Rating;Start Date; End Date 
Subscribe To Vimbli;Email;N/A;Aug. 28 2013 07:06;Aug. 28 2013 07:06
Subscribe To Vimbli;Email;N/A;Aug. 28 2013 07:07;Aug. 28 2013 07:07
Subscribe To Vimbli;Email;N/A;Aug. 28 2013 07:07;Aug. 28 2013 07:07
Sleep Well;Calendar;N/A;Aug. 28 2013 10:00;Aug. 29 2013 05:00
You have more friends on Facebook than you think;Email;N/A;Aug. 29 2013 02:07;Aug. 29 2013 02:07
paypal_resp;Email;N/A;Aug. 29 2013 06:52;Aug. 29 2013 06:52
paypal_resp;Email;N/A;Aug. 29 2013 06:52;Aug. 29 2013 06:52
paypal_resp;Email;N/A;Aug. 29 2013 07:01;Aug. 29 2013 07:01
paypal_resp;Email;N/A;Aug. 29 2013 06:52;Aug. 29 2013 06:52
paypal_resp;Email;N/A;Aug. 29 2013 07:01;Aug. 29 2013 07:01
paypal_resp;Email;N/A;Aug. 29 2013 07:01;Aug. 29 2013 07:01
paypal_resp;Email;N/A;Aug. 29 2013 07:15;Aug. 29 2013 07:15
paypal_resp;Email;N/A;Aug. 29 2013 07:15;Aug. 29 2013 07:15
paypal_resp;Email;N/A;Aug. 29 2013 07:15;Aug. 29 2013 07:15
paypal_resp;Email;N/A;Aug. 29 2013 07:19;Aug. 29 2013 07:19
paypal_resp;Email;N/A;Aug. 29 2013 07:19;Aug. 29 2013 07:19
paypal_resp;Email;N/A;Aug. 29 2013 07:19;Aug. 29 2013 07:19
paypal_resp;Email;N/A;Aug. 29 2013 07:27;Aug. 29 2013 07:27
paypal_resp;Email;N/A;Aug. 29 2013 07:27;Aug. 29 2013 07:27
paypal_resp;Email;N/A;Aug. 29 2013 07:27;Aug. 29 2013 07:27
paypal_resp;Email;N/A;Aug. 29 2013 07:37;Aug. 29 2013 07:37
paypal_resp;Email;N/A;Aug. 29 2013 07:40;Aug. 29 2013 07:40
paypal_resp;Email;N/A;Aug. 29 2013 07:40;Aug. 29 2013 07:40
paypal_resp;Email;N/A;Aug. 29 2013 07:49;Aug. 29 2013 07:49
paypal_resp;Email;N/A;Aug. 29 2013 07:55;Aug. 29 2013 07:55
paypal_resp;Email;N/A;Aug. 29 2013 07:55;Aug. 29 2013 07:55
paypal_resp;Email;N/A;Aug. 29 2013 08:06;Aug. 29 2013 08:06
paypal_resp;Email;N/A;Aug. 29 2013 08:14;Aug. 29 2013 08:14
paypal_resp;Email;N/A;Aug. 29 2013 08:14;Aug. 29 2013 08:14
paypal_resp;Email;N/A;Aug. 29 2013 08:30;Aug. 29 2013 08:30
paypal_resp;Email;N/A;Aug. 29 2013 08:36;Aug. 29 2013 08:36
paypal_resp;Email;N/A;Aug. 29 2013 08:36;Aug. 29 2013 08:36
Sleep Well;Calendar;N/A;Aug. 29 2013 10:00;Aug. 30 2013 05:00
Reminder: sDirect Meeting with Rakesh Sir @ Fri Aug 30, 2013 3pm - 4pm (Smartians);Email;N/A;Aug. 30 2013 02:30;Aug. 30 2013 02:30
sDirect Meeting with Rakesh Sir;Calendar;N/A;Aug. 30 2013 03:00;Aug. 30 2013 04:00
BETA - Vimbli Daily;Email;N/A;Aug. 30 2013 04:30;Aug. 30 2013 04:30
Ready to take a step? Vimbli can help ...;Email;N/A;Aug. 30 2013 04:30;Aug. 30 2013 04:30
paypal_resp;Email;N/A;Aug. 30 2013 06:41;Aug. 30 2013 06:41
paypal_resp;Email;N/A;Aug. 30 2013 06:41;Aug. 30 2013 06:41
paypal_resp;Email;N/A;Aug. 30 2013 06:42;Aug. 30 2013 06:42
paypal_resp;Email;N/A;Aug. 30 2013 06:47;Aug. 30 2013 06:47
paypal_resp;Email;N/A;Aug. 30 2013 06:51;Aug. 30 2013 06:51
paypal_resp;Email;N/A;Aug. 30 2013 06:51;Aug. 30 2013 06:51
paypal_resp;Email;N/A;Aug. 30 2013 06:58;Aug. 30 2013 06:58
paypal_resp;Email;N/A;Aug. 30 2013 06:58;Aug. 30 2013 06:58
paypal_resp;Email;N/A;Aug. 30 2013 06:58;Aug. 30 2013 06:58
paypal_resp;Email;N/A;Aug. 30 2013 07:04;Aug. 30 2013 07:04
paypal_resp;Email;N/A;Aug. 30 2013 07:08;Aug. 30 2013 07:08
paypal_resp;Email;N/A;Aug. 30 2013 07:08;Aug. 30 2013 07:08
paypal_resp;Email;N/A;Aug. 30 2013 07:11;Aug. 30 2013 07:11
paypal_resp;Email;N/A;Aug. 30 2013 07:12;Aug. 30 2013 07:12
paypal_resp;Email;N/A;Aug. 30 2013 07:12;Aug. 30 2013 07:12
paypal_resp;Email;N/A;Aug. 30 2013 07:20;Aug. 30 2013 07:20
paypal_resp;Email;N/A;Aug. 30 2013 07:20;Aug. 30 2013 07:20
paypal_resp;Email;N/A;Aug. 30 2013 07:22;Aug. 30 2013 07:22
paypal_resp;Email;N/A;Aug. 30 2013 07:32;Aug. 30 2013 07:32
paypal_resp;Email;N/A;Aug. 30 2013 07:32;Aug. 30 2013 07:32
paypal_resp;Email;N/A;Aug. 30 2013 07:33;Aug. 30 2013 07:33
paypal_resp;Email;N/A;Aug. 30 2013 07:45;Aug. 30 2013 07:45
paypal_resp;Email;N/A;Aug. 30 2013 07:45;Aug. 30 2013 07:45
paypal_resp;Email;N/A;Aug. 30 2013 07:45;Aug. 30 2013 07:45
[PHP Classes] New class daily digest of 2013-08-29;Email;N/A;Aug. 30 2013 07:54;Aug. 30 2013 07:54
paypal_resp;Email;N/A;Aug. 30 2013 08:07;Aug. 30 2013 08:07
paypal_resp;Email;N/A;Aug. 30 2013 08:07;Aug. 30 2013 08:07
Sleep Well;Calendar;N/A;Aug. 30 2013 10:00;Aug. 31 2013 05:00
paypal_resp;Email;N/A;Aug. 30 2013 08:08;Aug. 30 2013 08:08
How we created the perfect tour for every support team;Email;N/A;Aug. 30 2013 11:02;Aug. 30 2013 11:02
Reminder: Test sDirect @ Sat Aug 31, 2013 10am - 3:30pm (Smartians);Email;N/A;Aug. 31 2013 09:30;Aug. 31 2013 09:30
Test sDirect;Calendar;N/A;Aug. 31 2013 10:00;Aug. 31 2013 03:30
Export Data;Email;N/A;Aug. 31 2013 12:05;Aug. 31 2013 12:05
"BOSS Official HD Trailer | Akshay Kumar | BOSS 2013" from Viacom18Movies;Email;N/A;Aug. 31 2013 04:18;Aug. 31 2013 04:18
BETA - Vimbli Daily;Email;N/A;Aug. 31 2013 04:30;Aug. 31 2013 04:30
Ready to take a step? Vimbli can help ...;Email;N/A;Aug. 31 2013 04:30;Aug. 31 2013 04:30
paypal_resp;Email;N/A;Aug. 31 2013 06:09;Aug. 31 2013 06:09
paypal_resp;Email;N/A;Aug. 31 2013 06:09;Aug. 31 2013 06:09
paypal_resp;Email;N/A;Aug. 31 2013 06:09;Aug. 31 2013 06:09
paypal_resp;Email;N/A;Aug. 31 2013 06:12;Aug. 31 2013 06:12
paypal_resp;Email;N/A;Aug. 31 2013 06:13;Aug. 31 2013 06:13
paypal_resp;Email;N/A;Aug. 31 2013 06:13;Aug. 31 2013 06:13
paypal_resp;Email;N/A;Aug. 31 2013 06:15;Aug. 31 2013 06:15
paypal_resp;Email;N/A;Aug. 31 2013 06:15;Aug. 31 2013 06:15
paypal_resp;Email;N/A;Aug. 31 2013 06:15;Aug. 31 2013 06:15
paypal_resp;Email;N/A;Aug. 31 2013 06:19;Aug. 31 2013 06:19
paypal_resp;Email;N/A;Aug. 31 2013 06:21;Aug. 31 2013 06:21
paypal_resp;Email;N/A;Aug. 31 2013 06:23;Aug. 31 2013 06:23
paypal_resp;Email;N/A;Aug. 31 2013 06:21;Aug. 31 2013 06:21
paypal_resp;Email;N/A;Aug. 31 2013 06:24;Aug. 31 2013 06:24
paypal_resp;Email;N/A;Aug. 31 2013 06:24;Aug. 31 2013 06:24
paypal_resp;Email;N/A;Aug. 31 2013 06:28;Aug. 31 2013 06:28
paypal_resp;Email;N/A;Aug. 31 2013 06:28;Aug. 31 2013 06:28
paypal_resp;Email;N/A;Aug. 31 2013 06:28;Aug. 31 2013 06:28
paypal_resp;Email;N/A;Aug. 31 2013 06:34;Aug. 31 2013 06:34
paypal_resp;Email;N/A;Aug. 31 2013 06:34;Aug. 31 2013 06:34
paypal_resp;Email;N/A;Aug. 31 2013 06:35;Aug. 31 2013 06:35
paypal_resp;Email;N/A;Aug. 31 2013 06:46;Aug. 31 2013 06:46
paypal_resp;Email;N/A;Aug. 31 2013 06:46;Aug. 31 2013 06:46
paypal_resp;Email;N/A;Aug. 31 2013 07:08;Aug. 31 2013 07:08
paypal_resp;Email;N/A;Aug. 31 2013 06:46;Aug. 31 2013 06:46
paypal_resp;Email;N/A;Aug. 31 2013 07:08;Aug. 31 2013 07:08
paypal_resp;Email;N/A;Aug. 31 2013 07:09;Aug. 31 2013 07:09
[PHP Classes] Added a new class: Web Site Traffic and Pages Access;Email;N/A;Aug. 31 2013 07:46;Aug. 31 2013 07:46
Reminder: Sleep Well @ Sat Aug 31 10pm - Sun Sep 1, 2013 5am (Smartians);Email;N/A;Aug. 31 2013 09:30;Aug. 31 2013 09:30
Sleep Well;Calendar;N/A;Aug. 31 2013 10:00;Sep. 01 2013 05:00
BETA - Vimbli Daily;Email;N/A;Sep. 01 2013 04:31;Sep. 01 2013 04:31
Ready to take a step? Vimbli can help ...;Email;N/A;Sep. 01 2013 04:31;Sep. 01 2013 04:31
[PHP Classes] Added a new class: Simple PHP User Authentication;Email;N/A;Sep. 01 2013 07:50;Sep. 01 2013 07:50
paypal_resp;Email;N/A;Sep. 01 2013 08:51;Sep. 01 2013 08:51
paypal_resp;Email;N/A;Sep. 01 2013 08:51;Sep. 01 2013 08:51
paypal_resp;Email;N/A;Sep. 01 2013 08:52;Sep. 01 2013 08:52
paypal_resp;Email;N/A;Sep. 01 2013 08:52;Sep. 01 2013 08:52
paypal_resp;Email;N/A;Sep. 01 2013 08:52;Sep. 01 2013 08:52
paypal_resp;Email;N/A;Sep. 01 2013 08:53;Sep. 01 2013 08:53
