All Activities in Timeline 
Title;Type;Rating;Start Date; End Date 
Top news for Smart: Like Dropbox For TV, Chromecast Changes The Game;Email;N/A;Aug. 05 2013 04:43;Aug. 05 2013 04:43
August Performance Reminder;Email;N/A;Aug. 05 2013 11:37;Aug. 05 2013 11:37
August Performance Reminder;Email;N/A;Aug. 05 2013 11:37;Aug. 05 2013 11:37
Please Verify Your Oracle Account;Email;N/A;Aug. 05 2013 12:10;Aug. 05 2013 12:10
August Performance Reminder;Email;N/A;Aug. 05 2013 11:59;Aug. 05 2013 11:59
August Performance Reminder;Email;N/A;Aug. 05 2013 11:59;Aug. 05 2013 11:59
August Performance Reminder;Email;N/A;Aug. 05 2013 11:59;Aug. 05 2013 11:59
August Performance Reminder;Email;N/A;Aug. 05 2013 11:59;Aug. 05 2013 11:59
August Performance Reminder;Email;N/A;Aug. 05 2013 11:37;Aug. 05 2013 11:37
August Performance Reminder;Email;N/A;Aug. 05 2013 11:37;Aug. 05 2013 11:37
N/A;Email;2;Jan. 01 1970 05:30;Jan. 01 1970 05:30
N/A;Email;2;Jan. 01 1970 05:30;Jan. 01 1970 05:30
Weekly Performance Reminder;Email;N/A;Jun. 17 2013 11:43;Jun. 17 2013 11:43
[PHP Classes] Added a new class: PHP Security Scanner;Email;N/A;Jun. 08 2013 07:49;Jun. 08 2013 07:49
LinkedIn Network Updates, 6/07/2013;Email;N/A;Jun. 08 2013 01:58;Jun. 08 2013 01:58
[PHP Classes] New class daily digest of 2013-06-06;Email;N/A;Jun. 07 2013 07:47;Jun. 07 2013 07:47
Interesting Pages on Facebook;Email;N/A;Jun. 07 2013 12:49;Jun. 07 2013 12:49
[PHP Classes] New class daily digest of 2013-06-05;Email;N/A;Jun. 06 2013 07:51;Jun. 06 2013 07:51
Share mission progress;Email;3;Jun. 06 2013 05:27;Jun. 06 2013 05:27
Speedier Joomla sites with GTmetrix;Email;N/A;Jun. 06 2013 11:41;Jun. 06 2013 11:41
Are Bose products worth the price? - Quora;Email;N/A;Jun. 06 2013 07:37;Jun. 06 2013 07:37
[PHP Classes] New class daily digest of 2013-06-04;Email;N/A;Jun. 05 2013 07:50;Jun. 05 2013 07:50
Share mission progress;Email;N/A;Jun. 05 2013 06:02;Jun. 05 2013 06:02
Share mission progress;Email;N/A;Jun. 05 2013 05:40;Jun. 05 2013 05:40
Share mission progress;Email;N/A;Jun. 05 2013 12:31;Jun. 05 2013 12:31
Share mission progress;Email;N/A;Jun. 05 2013 12:29;Jun. 05 2013 12:29
Share mission progress;Email;N/A;Jun. 05 2013 12:29;Jun. 05 2013 12:29
[PHP Classes] New class daily digest of 2013-06-03;Email;N/A;Jun. 04 2013 08:03;Jun. 04 2013 08:03
Share Idea;Email;N/A;Jun. 04 2013 07:05;Jun. 04 2013 07:05
[PHP Classes] Innovation Award results of May of 2013;Email;N/A;Jun. 04 2013 12:47;Jun. 04 2013 12:47
[PHP Classes] Added a new class: PHP Outlook Web Access;Email;N/A;Jun. 03 2013 08:01;Jun. 03 2013 08:01
Vimbli three;Email;N/A;Jun. 03 2013 12:42;Jun. 03 2013 12:42
Vimbli one;Email;N/A;Jun. 03 2013 12:16;Jun. 03 2013 12:16
Daily Performance Reminder;Email;N/A;Jun. 03 2013 10:40;Jun. 03 2013 10:40
Top news for Smart: Why Tesla's Elon Musk Convinced Me to Dream Bigger;Email;N/A;Jun. 03 2013 06:05;Jun. 03 2013 06:05
[PHP Classes] Added a new class: PHP Price Rounder Calculator;Email;N/A;Jun. 02 2013 07:49;Jun. 02 2013 07:49
"Superstar Mahesh's 1... Nenokkadine Official HD Teaser";Email;N/A;Jun. 02 2013 07:11;Jun. 02 2013 07:11
Breakfast;Calendar;N/A;Jun. 02 2013 09:00;Jun. 02 2013 10:00
[PHP Classes] Added a new class: PHP Form To DB;Email;N/A;Jun. 01 2013 07:50;Jun. 01 2013 07:50
You have more friends on Facebook than you think;Email;N/A;Jun. 01 2013 02:20;Jun. 01 2013 02:20
Subscription Ends;Email;N/A;Jul. 26 2013 04:35;Jul. 26 2013 04:35
Subscription Ends after;Email;N/A;Jul. 26 2013 04:35;Jul. 26 2013 04:35
[PHP Classes] New class daily digest of 2013-07-25;Email;N/A;Jul. 26 2013 07:51;Jul. 26 2013 07:51
BETA - Vimbli Daily;Email;N/A;Jul. 27 2013 04:30;Jul. 27 2013 04:30
LinkedIn Network Updates, 7/26/2013;Email;N/A;Jul. 26 2013 08:00;Jul. 26 2013 08:00
Ready to take a step? Vimbli can help ...;Email;N/A;Jul. 27 2013 04:30;Jul. 27 2013 04:30
BETA - Vimbli Daily;Email;N/A;Jun. 17 2013 04:30;Jun. 17 2013 04:30
Weekly Performance Reminder;Email;N/A;Jun. 18 2013 12:30;Jun. 18 2013 12:30
I want to share this reflection with you!;Email;2;Jun. 22 2013 02:39;Jun. 22 2013 02:39
Testing for share email;Reflection;2;Jun. 22 2013 08:08;Jun. 22 2013 02:38
BETA - Vimbli Daily;Email;N/A;Jun. 23 2013 04:30;Jun. 23 2013 04:30
Top news for Smart: Amazon's Invasion of the CIA Is a Seismic Shift in Cloud Computing | Wired Enterprise | Wired.com;Email;N/A;Jun. 24 2013 06:00;Jun. 24 2013 06:00
Another week! Review progress and make adjustments on Vimbli ...;Email;N/A;Jun. 25 2013 12:30;Jun. 25 2013 12:30
Vimbli Call;Calendar;N/A;Jun. 26 2013 06:00;Jun. 26 2013 07:00
Vimbli Timeline;Email;N/A;Jun. 28 2013 12:39;Jun. 28 2013 12:39
Meeting With Client;Calendar;N/A;Jun. 30 2013 10:00;Jun. 30 2013 01:00
June done! Add your Strengths and make sure your Vimbli mission is on track ...;Email;N/A;Jul. 01 2013 05:30;Jul. 01 2013 05:30
BETA - Vimbli Daily;Email;N/A;Jul. 01 2013 04:30;Jul. 01 2013 04:30
[PHP Classes] Weekly newsletter of Monday - 2013-07-01;Email;N/A;Jul. 01 2013 07:02;Jul. 01 2013 07:02
[PHP Classes] Innovation Award results of June of 2013;Email;N/A;Jul. 02 2013 04:34;Jul. 02 2013 04:34
Interesting Pages on Facebook;Email;N/A;Jul. 02 2013 12:14;Jul. 02 2013 12:14
BETA - Vimbli Daily;Email;N/A;Jul. 02 2013 04:30;Jul. 02 2013 04:30
[PHP Classes] Added a new class: PHP MongoDB Message Queue;Email;N/A;Jul. 02 2013 08:01;Jul. 02 2013 08:01
BETA - Vimbli Daily;Email;N/A;Jul. 03 2013 04:30;Jul. 03 2013 04:30
[PHP Classes] How to Install LAMP with Samba File Sharing;Email;N/A;Jul. 03 2013 08:01;Jul. 03 2013 08:01
[PHP Classes] Added a new class: PHP Add Apache Virtual Host;Email;N/A;Jul. 03 2013 09:53;Jul. 03 2013 09:53
Interesting Pages on Facebook;Email;N/A;Jul. 04 2013 01:51;Jul. 04 2013 01:51
BETA - Vimbli Daily;Email;N/A;Jul. 04 2013 04:30;Jul. 04 2013 04:30
[PHP Classes] Added a new class: PHP Short URL Class;Email;N/A;Jul. 04 2013 07:54;Jul. 04 2013 07:54
Mission for you (BETA);Email;N/A;Jul. 22 2013 02:08;Jul. 22 2013 02:08
On 5th for auto-import;Calendar;N/A;Jul. 05 2013 05:00;Jul. 05 2013 06:00
BETA - Vimbli Daily;Email;N/A;Jul. 22 2013 04:30;Jul. 22 2013 04:30
SDN;Calendar;N/A;Jul. 24 2013 12:30;Jul. 24 2013 02:00
You are added to Vimbli;Email;N/A;Jul. 25 2013 05:36;Jul. 25 2013 05:36
You are almost there! Take these steps to get going with Vimbli ...;Email;N/A;Jul. 25 2013 05:39;Jul. 25 2013 05:39
Share mission progress;Email;N/A;Jul. 25 2013 06:36;Jul. 25 2013 06:36
BETA - Vimbli Daily;Email;N/A;Jul. 26 2013 04:30;Jul. 26 2013 04:30
Share mission progress;Email;N/A;Jul. 25 2013 07:05;Jul. 25 2013 07:05
Ready to take a step? Vimbli can help ...;Email;N/A;Jul. 26 2013 04:30;Jul. 26 2013 04:30
Subscription Ends after;Email;N/A;Jul. 26 2013 04:35;Jul. 26 2013 04:35


Reflections 
 Reflection Date;Reflection;Question 1;Rating 1;Question 2;Rating 2;Question 3;Rating 3;Today Question;Rating_today;Tomorrow Question;Rating_tomorrow;Attendies 
Jun. 22 2013;Testing for share email;N/A;N/A;N/A;;N/A;N/A;How do you feel about today?;2;How do you feel about tomorrow?;1;Smartian
Aug. 05 2013;hiiiii gud;N/A;N/A;N/A;;N/A;N/A;How do you feel about today?;3;How do you feel about tomorrow?;2;N/A


Strengths 
Strength 1;Strength 2;Strength 3;Strength 4;Strength 5;Strength 6;Strength 7;Rating;Notes;Created Date 
Curiosity;Love of learning;Perspective(wisdom);Persistence;Love;Kindness;Social Intelligence;N/A;N/A;Aug. 05 2013
Curiosity;Love of learning;Perspective(wisdom);Persistence;Love;Kindness;Social Intelligence;N/A;N/A;Aug. 05 2013


Connections 
 Name;Phone;Email;Group 
Gurpreet Singh;234234234234234234234234;gurpreet1@testing.com,gurpreet2@testing.com;Default
Suraj Sah;4545454545,98768764534;surajs@smartdatainc.net;Default
Aastik Khanna;9878675645;aastik_k@gmail.com;Default
N/A;N/A;vikasu.sdei@smartdatainc.net;Default,Default
Rakesh Pant;N/A;rakesh.pant@gmail.com;Default
Annie;8968948784;anniek@gmail.com;Default
Nitish Jaswal;9998887676,9898989898;resproject9@gmail.com,test.waw12@gmail.com;Default
N/A;N/A;vikasu@smartdatainc.net;Default
Sachin Kumar;9786756453;sachint@smartdatainc.net;Default
Alice;001-236-7656;elice_trump@gmail.com;Default
Anaya;9786756453;sachint@smartdatainc.net;Default
Poline;234234234234234234234234;gurpreet2@testing.com,gurpreet1@testing.com;Default
